  conf SS step 0: comparacion A3
           1  -3.2560566623185273E-002
           2  -3.2560566623185273E-002
           3  -3.2560566623185253E-002
           4  -3.2560566623185273E-002
           5  -3.2560566623185287E-002
           6  -3.2560566623185253E-002
           7  -3.2560566623185253E-002
           8  -3.2560566623185273E-002
           9  -3.2560566623185273E-002
          10  -3.2560566623185287E-002
